location,parameter,value,unit,country,city,date.utc,coordinates.latitude,coordinates.longitude
US Diplomatic Post: New Delhi,pm25,193.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 15:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,153.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 14:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,111.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 13:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,90.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 12:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,81.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 11:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,72.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 10:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,72.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 09:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,84.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 08:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,105.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 07:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,130.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 06:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,167.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 05:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,161.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 04:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,156.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 03:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,141.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 02:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,142.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 01:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,148.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-08 00:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,139.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 23:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,143.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 22:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,148.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 21:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,147.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 20:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,146.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 19:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,148.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 18:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,151.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 17:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,146.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 16:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,154.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 15:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,157.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 14:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,130.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 13:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,93.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 12:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,76.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 11:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,73.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 10:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,77.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 09:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,93.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 08:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,125.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 07:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,136.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 06:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,165.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 05:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,169.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 04:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,168.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 03:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,153.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 02:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,146.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 01:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,142.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-07 00:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,147.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 23:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,153.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 22:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,151.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 21:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,164.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 20:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,171.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 19:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,157.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 18:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,169.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 17:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,201.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 16:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,211.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 15:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,213.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 14:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,186.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 13:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,145.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 12:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,141.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 11:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,133.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 10:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,179.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 09:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,180.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 08:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,197.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 07:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,217.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 06:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,227.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 05:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,231.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 04:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,221.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 03:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,218.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 02:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,245.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 01:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,261.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-06 00:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,235.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 23:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,228.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 22:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,261.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 21:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,274.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 20:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,260.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 19:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,261.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 18:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,237.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 17:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,221.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 16:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,238.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 15:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,216.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 14:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,132.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 13:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,106.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 12:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,108.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 11:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,111.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 10:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,97.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 09:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,95.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 08:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,129.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 07:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,162.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 06:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,188.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 05:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,183.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 04:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,201.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 03:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,192.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 02:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,200.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 01:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,196.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-05 00:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,202.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 23:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,225.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 22:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,228.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 21:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,220.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 20:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,219.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 19:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,218.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 18:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,214.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 17:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,218.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 16:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,235.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 15:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,230.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 14:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,209.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 13:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,158.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 12:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,103.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 11:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,113.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 10:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,138.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 09:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,169.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 08:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,200.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 07:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,242.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 06:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,299.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 05:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,262.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 04:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,231.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 03:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,226.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 02:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,241.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 01:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,276.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-04 00:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,293.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 23:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,309.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 22:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,260.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 21:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,248.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 20:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,227.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 19:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,231.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 18:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,260.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 17:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,269.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 16:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,283.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 15:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,226.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 14:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,217.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 13:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,180.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 12:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,162.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 11:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,169.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 10:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,159.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 09:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,156.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 08:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,139.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 07:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,144.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 06:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,172.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 05:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,200.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 04:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,244.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 03:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,206.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 02:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,210.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 01:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,196.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-03 00:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,192.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 23:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,186.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 22:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,183.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 21:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,187.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 20:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,197.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 19:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,197.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 18:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,222.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 17:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,201.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 16:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,197.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 15:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,174.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 14:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,145.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 13:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,106.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 12:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,102.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 11:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,105.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 10:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,103.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 09:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,107.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 08:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,117.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 07:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,181.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 06:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,208.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 05:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,192.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 04:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,195.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 03:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,190.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-02 02:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,205.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-01 23:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,174.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-01 22:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,178.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-01 21:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,189.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-01 20:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,191.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-01 19:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,212.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-01 18:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,209.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-01 17:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,197.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-01 16:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,173.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-01 15:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,158.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-01 14:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,167.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-01 13:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,134.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-01 12:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,130.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-01 11:30:00+00:00,28.63576,77.22445
US Diplomatic Post: New Delhi,pm25,118.0,b'\xc2\xb5g/m\xc2\xb3',IN,Delhi,2022-12-01 10:30:00+00:00,28.63576,77.22445
